query	region	url	screen
турнирная таблица чемпионата россии по футболу 2019 2020 премьер лига	Москва (Россия)	http://russianfootballtable.ru/	https://storage.mds.yandex.net/get-mturk/64929/8821f326-4119-4b29-b69e-5855cea877fd.png
турнирная таблица чемпионата россии по футболу 2019 2020 премьер лига	Москва (Россия)	https://www.livesport.ru/football/rfpl/calendar/	https://storage.mds.yandex.net/get-mturk/49815/7f41508a-113b-4e9f-a766-6d28d411f33b.png
турнирная таблица чемпионата россии по футболу 2019 2020 премьер лига	Москва (Россия)	http://www.teams.by/chempionat-rossii-2019-2020-premier-league/table-2502/	https://storage.mds.yandex.net/get-mturk/28268/2e19c564-ae76-4842-9d65-6e63f3f7ac39.png
турнирная таблица чемпионата россии по футболу 2019 2020 премьер лига	Москва (Россия)	https://soccer365.ru/competitions/13/2011-2012/	https://storage.mds.yandex.net/get-mturk/51762/573a00b1-4bf5-4a5b-aae2-375a127e90c3.png
турнирная таблица чемпионата россии по футболу 2019 2020 премьер лига	Москва (Россия)	https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BC%D0%BF%D0%B8%D0%BE%D0%BD%D0%B0%D1%82_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8_%D0%BF%D0%BE_%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D1%83_2019/2020	https://storage.mds.yandex.net/get-mturk/26147/527f220d-b7b1-4ac5-a4ad-c61b8225fcac.png
турнирная таблица чемпионата россии по футболу 2019 2020 премьер лига	Москва (Россия)	https://score.ru/football/russia/rpl/	https://storage.mds.yandex.net/get-mturk/52837/f2452ab4-a8b5-414d-8e62-682a93526761.png
турнирная таблица чемпионата россии по футболу 2019 2020 премьер лига	Москва (Россия)	https://soccer365.ru/competitions/13/	https://storage.mds.yandex.net/get-mturk/33929/70354581-dd65-45a3-9ad6-1e172b6b28c9.png
турнирная таблица чемпионата россии по футболу 2019 2020 премьер лига	Москва (Россия)	http://www.teams.by/premier-league-2019-chempionat-kazakhstana/table-2456/	https://storage.mds.yandex.net/get-mturk/52137/a5ad2e39-5364-4fe9-8082-3f4f184b9ea6.png
турнирная таблица чемпионата россии по футболу 2019 2020 премьер лига	Москва (Россия)	https://premierliga.ru/news/rfpl/news_23539.html	https://storage.mds.yandex.net/get-mturk/976797/74d3a58f-2a6f-4f42-9fa4-0c4f60d05116.png
турнирная таблица чемпионата россии по футболу 2019 2020 премьер лига	Москва (Россия)	https://www.euro-football.ru/champ/rus.htm	https://storage.mds.yandex.net/get-mturk/52534/769554b9-4d9a-48e1-a96b-adcdcfba721d.png
citrus montessori school	Москва (Россия)	http://ddbo.ru/alternate/%D0%BC%D0%BE%D0%BD%D1%82%D0%B5%D1%81%D1%81%D0%BE%D1%80%D0%B8-%D1%88%D0%BA%D0%BE%D0%BB%D1%8B-%D0%B2-%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B5	https://storage.mds.yandex.net/get-mturk/51224/e563cc5a-d77e-46de-988a-eb15ce43cb5f.png
citrus montessori school	Москва (Россия)	https://maporg.ru/moskva/456708360-citrus-montessori-school/	https://storage.mds.yandex.net/get-mturk/64113/d314927e-094e-4f0c-a0a7-7fdacd76188c.png
citrus montessori school	Москва (Россия)	http://nashipenati.ru/	https://storage.mds.yandex.net/get-mturk/246230/118ed3b7-5510-4a9e-b9e5-590eb95e1b48.png
citrus montessori school	Москва (Россия)	http://vk.com/club121850086	https://storage.mds.yandex.net/get-mturk/18496/898b0e77-6cdf-4e51-bcc6-3bdb9c8f70f8.png
citrus montessori school	Москва (Россия)	https://www.instagram.com/explore/locations/524179911/citrus-montessori-school/?hl=fr-ca	https://storage.mds.yandex.net/get-mturk/57610/13f16bda-a00a-424e-817a-a118f16172c6.png
citrus montessori school	Москва (Россия)	https://moscowplaces.ru/deti/shkoly-montessori.html	https://storage.mds.yandex.net/get-geosearch/15218/fce2e673-4e59-4d78-8ff0-163f67358f09
citrus montessori school	Москва (Россия)	http://spravokno.ru/site/1329/2329/citrus-motessori-school/	https://storage.mds.yandex.net/get-mturk/34148/61f292d0-f718-4cd6-9786-99bdb6998c29.png
citrus montessori school	Москва (Россия)	http://moscow.cataloxy.ru/firms/citrus-montessori-school.2281835_c.htm	https://storage.mds.yandex.net/get-mturk/226518/e2a6851b-af55-42fa-865d-420c45959ffb.png
citrus montessori school	Москва (Россия)	http://nashipenati.ru/admissions/	https://storage.mds.yandex.net/get-mturk/100555/54e1310a-5607-4713-b344-1e2b9a4e2066.png
citrus montessori school	Москва (Россия)	https://www.facebook.com/citrusmontessorischool/posts/%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B8%D0%B5-%D0%B4%D1%80%D1%83%D0%B7%D1%8C%D1%8F%D0%B2%D0%BF%D0%B5%D1%80%D0%B2%D1%8B%D0%B5-%D0%B2-%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B5-%D0%BF%D1%80%D0%B8%D0%B3%D0%BB%D0%B0%D1%88%D0%B0%D0%B5%D0%BC-%D0%BA-%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%B8%D1%8E-%D0%B2-%D1%86%D0%B8%D0%BA%D0%BB%D0%B5-%D1%83%D0%BD%D0%B8%D0%BA%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D1%85-%D1%81%D0%B5%D0%BC%D0%B8%D0%BD%D0%B0%D1%80%D0%BE%D0%B2/756492311142547/	https://storage.mds.yandex.net/get-mturk/14761/11aad0a2-b105-4092-96a3-f906643f5e91.png
вороний холм вов	Протвино (Россия)	http://wow.blizzwiki.ru/index.php?title=%D0%A1%D1%83%D0%BC%D0%B5%D1%80%D0%B5%D1%87%D0%BD%D1%8B%D0%B9_%D0%BB%D0%B5%D1%81_(%D0%B4%D0%BE%D1%81%D1%82%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5)	https://storage.mds.yandex.net/get-mturk/153360/27d4a08c-8b7c-4ae6-8ad1-e0043b826e2a.png
вороний холм вов	Протвино (Россия)	https://db.rising-gods.de/?object=108	https://storage.mds.yandex.net/get-mturk/30140/6d22a7fc-891b-409b-bce8-ee13e05d93e5.png
вороний холм вов	Протвино (Россия)	https://cata.wowroad.info/?item=32313	https://storage.mds.yandex.net/get-mturk/53208/d76a9e0d-f0d2-4c18-965d-b0f297fee5c5.png
вороний холм вов	Протвино (Россия)	https://base.opiums.eu/?object=111	https://storage.mds.yandex.net/get-mturk/57610/eb2045ca-cd63-4d20-8bac-362c44bc06ba.png
вороний холм вов	Протвино (Россия)	https://cata.wowroad.info/?item=60935	https://storage.mds.yandex.net/get-mturk/898483/2e3dfcaf-9756-456d-be9e-0b0aff9aa946.png
вороний холм вов	Протвино (Россия)	https://rp-wow.ru/events/4054.html	https://storage.mds.yandex.net/get-mturk/38409/bc734dc5-37f2-48d5-bfd2-a455ba0cdd95.png
вороний холм вов	Протвино (Россия)	https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%8C%D1%8F_%D0%B3%D0%BE%D1%80%D0%B0	https://storage.mds.yandex.net/get-mturk/34220/3dde56bc-4d75-41dd-baa5-e3b8b7de3f9f.png
вороний холм вов	Протвино (Россия)	https://tv-soyuz.ru/news/na-voroney-gore-ustanovili-krest-v-pamyat-o-vov	https://storage.mds.yandex.net/get-mturk/145915/6a814dbd-e441-4f15-8b34-2e6d6b196b3c.png
вороний холм вов	Протвино (Россия)	https://www.BiblioFond.ru/view.aspx?id=800894	https://storage.mds.yandex.net/get-mturk/22497/8545928d-8871-4bd1-a2e7-0a3d81cee17f.png
вороний холм вов	Протвино (Россия)	http://www.headwow.ru/?quest=163	https://storage.mds.yandex.net/get-mturk/40190/f4b62983-1911-43aa-a855-7e2bcb43cb67.png
asus m5a78l-m lx3 обзор	Земля	http://www.testfreaks.ru/motherboards/asus-m5a78l-m-lx3/	https://storage.mds.yandex.net/get-mturk/15206/f03c94c8-e4a9-4394-9937-123fe958cced.png
asus m5a78l-m lx3 обзор	Земля	https://www.onlinetrade.ru/catalogue/materinskie_platy-c340/asus/fullreviews/materinskaya_plata_asus_m5a78l_m_lx3_am3_microatx-159664-r47435.html	https://storage.mds.yandex.net/get-mturk/14636/a7584d64-333d-4cb6-aaf3-5a0582f6dc30.png
asus m5a78l-m lx3 обзор	Земля	https://www.youtube.com/watch?v=SHNhrzysfFc	https://storage.mds.yandex.net/get-mturk/51636/3383c043-2859-4f33-8f59-0a1f1e05789d.png
asus m5a78l-m lx3 обзор	Земля	https://www.citilink.ru/catalog/computers_and_notebooks/parts/motherboards/695156/obzory/	https://storage.mds.yandex.net/get-mturk/52137/bb2d9f3f-2580-4bb2-af94-617d94ab2b24.png
asus m5a78l-m lx3 обзор	Земля	https://www.nix.ru/autocatalog/motherboards_asustek/ASUS-M5A78L-M-LX3-RTL-SocketAM3-plus-AMD-760G-PCI-E-plus-SVGA-plus-GbLAN-SATA-RAID-MicroATX-2DDR3_139673.html	https://storage.mds.yandex.net/get-mturk/23442/e8a47c1e-04eb-4af9-9aaf-38e29ccb1d59.png
asus m5a78l-m lx3 обзор	Земля	https://market.yandex.ru/product--materinskaia-plata-asus-m5a78l-m-lx3/7867662/spec	https://storage.mds.yandex.net/get-mturk/55848/a141d9e1-d667-41e1-a7c0-75a42f37dd5d.png
asus m5a78l-m lx3 обзор	Земля	https://sidex.ru/obzor.php?id=137302	https://storage.mds.yandex.net/get-mturk/55848/2a135fb5-0a2f-4077-b776-80154edf6dc4.png
asus m5a78l-m lx3 обзор	Земля	https://naobzorah.ru/motherboard/asus_m5a78l-m_lx3	https://storage.mds.yandex.net/get-mturk/57914/b089563b-aefe-449f-b1a5-24507aa37a3e.png
asus m5a78l-m lx3 обзор	Земля	https://www.onlinetrade.ru/catalogue/materinskie_platy-c340/asus/fullreviews/materinskaya_plata_asus_m5a78l_m_lx3_am3_microatx-159664-r8265.html	https://storage.mds.yandex.net/get-mturk/243965/1f54c938-d682-4681-afe9-62d8cc32f4b8.png
asus m5a78l-m lx3 обзор	Земля	https://ru.gecid.com/news/pervyy_vzglyad_na_novye_materinskie_platy_asus_m5a78l_i_m5a78l_le_dlya_soketa_amd_am3/	https://storage.mds.yandex.net/get-mturk/40311/090bc6f0-19fa-495a-bf1d-ad30f03bd305.png
газоанализатор аскон-02 инструкция	Санкт-Петербург (Россия)	http://www.avtodiagnostika.com/katalog/oborudovanie-dlya-diagnostiki-avtomobiley/gazoanalizatory-i-dymomery/tovar_471.html	https://storage.mds.yandex.net/get-mturk/142146/ccf2a7aa-82d3-4707-a2dc-19bf316c267b.png
газоанализатор аскон-02 инструкция	Санкт-Петербург (Россия)	https://www.autoscaners.ru/upload/iblock/930/930f07f806878a26b3e0313f7c570e40.pdf	https://storage.mds.yandex.net/get-geosearch/15218/fce2e673-4e59-4d78-8ff0-163f67358f09
газоанализатор аскон-02 инструкция	Санкт-Петербург (Россия)	https://www.teh-avto.ru/kupit-oborudovanie-dlya-texnicheskogo-osmotra/gazoanalizatory/chetyrexkomponentnyj-askon-02-13-diagnost-gazoanalizator-lyambda-taxometr-t-masla-rs-232-avtosliv-kondensata-avtokalibrovka-nulya-rabotaet-s-motortesterami-ltk-pitanie-12220v/	https://storage.mds.yandex.net/get-mturk/246230/1fcb5296-8a14-4182-95e9-a8a0a5fb2927.png
газоанализатор аскон-02 инструкция	Санкт-Петербург (Россия)	https://imperiyaavto43.ru/p331163215-gazoanalizator-askon-0244.html	https://storage.mds.yandex.net/get-mturk/34220/0ca7623f-eddc-4dd4-84ee-3a4034114442.png
газоанализатор аскон-02 инструкция	Санкт-Петербург (Россия)	https://www.carmod.ru/docs/askon/airtest-manual.pdf	https://storage.mds.yandex.net/get-mturk/767103/836f910e-7de0-4ae4-8caa-99499a2daee8.png
газоанализатор аскон-02 инструкция	Санкт-Петербург (Россия)	http://servicemontage.ru/diagnosticheskoe/gazoanalizatoryi-i-dyimomeryi/askon-02-44-standart-2064	https://storage.mds.yandex.net/get-mturk/100555/911d8cb9-b8db-4777-83f8-24041234dc68.png
газоанализатор аскон-02 инструкция	Санкт-Петербург (Россия)	https://www.carmod.ru/products/askon_0213_diagnost_pmskan__avtomobilnyj_gazoanalizator	https://storage.mds.yandex.net/get-mturk/10300/f618b212-4534-47c9-9678-d19e70a9f3cc.png
газоанализатор аскон-02 инструкция	Санкт-Петербург (Россия)	http://www.madipro.ru/gazoanalizator-askon-02.html	https://storage.mds.yandex.net/get-mturk/805901/e7725d60-2fce-4551-9cfb-f87542e9a97b.png
газоанализатор аскон-02 инструкция	Санкт-Петербург (Россия)	https://krasnodar.ELM327rus.ru/gazoanalizator-askon-0244-standart/	https://storage.mds.yandex.net/get-mturk/55141/eae35120-3be3-4a4a-ad08-ae7ef4327007.png
газоанализатор аскон-02 инструкция	Санкт-Петербург (Россия)	https://xn--327-qdd4ag.xn--p1ai/avtomobilnyj-gazonalizator-4	https://storage.mds.yandex.net/get-mturk/57289/119d211a-4ffd-4d4d-9ea7-19bb531eb7c0.png
сзвм до какого числа сдавать	Екатеринбург (Россия)	https://www.pro-personal.ru/article/1098583-19-m3-sroki-sdachi-szv-m-v-2019-godu	https://storage.mds.yandex.net/get-mturk/898483/728954f7-d6e6-416f-be10-e0b83d85989a.png
сзвм до какого числа сдавать	Екатеринбург (Россия)	https://www.kontur-extern.ru/info/sroki-predstavleniya-otchetnosti-po-zastrahovannym-licam	https://storage.mds.yandex.net/get-mturk/30140/6a8531d0-a974-472c-b300-78eb3ad70519.png
сзвм до какого числа сдавать	Екатеринбург (Россия)	https://buhguru.com/strahovie-vznosy/sroki-sdachi-szv-m-2018-god-tablica.html	https://storage.mds.yandex.net/get-mturk/476213/1bbd5b9b-c94b-49d0-bf0d-9e0b0d7a60c5.png
сзвм до какого числа сдавать	Екатеринбург (Россия)	https://www.BuhSoft.ru/article/1467-sroki-sdachi-szv-m-v-2019-godu	https://storage.mds.yandex.net/get-mturk/68886/855de018-8987-422c-91ca-036e3b0467e2.png
сзвм до какого числа сдавать	Екатеринбург (Россия)	https://www.buhonline.ru/forum/index?g=posts&t=426926	https://storage.mds.yandex.net/get-mturk/200217/dbc7e1ed-9b9b-42cc-a279-f31cb3164161.png
сзвм до какого числа сдавать	Екатеринбург (Россия)	https://www.kontur-extern.ru/info/forma-szv-m	https://storage.mds.yandex.net/get-mturk/50540/8f37a2e7-59d8-455a-89cc-bfaaffea4c0a.png
сзвм до какого числа сдавать	Екатеринбург (Россия)	https://spmag.ru/articles/sdacha-szv-m-za-aprel-2019-goda	https://storage.mds.yandex.net/get-mturk/10503/6824138b-e2f3-49a6-ba02-204c44e02163.png
сзвм до какого числа сдавать	Екатеринбург (Россия)	https://ppt.ru/forms/szv-m/null	https://storage.mds.yandex.net/get-mturk/35467/897d71d3-acf9-4b4b-8348-1f0835d8dbde.png
сзвм до какого числа сдавать	Екатеринбург (Россия)	https://www.gazeta-unp.ru/articles/51771-srok-sdachi-szv-m-za-avgust-2019-goda	https://storage.mds.yandex.net/get-mturk/61483/7e5c8bac-ccf0-46a0-9186-7cb915dbcf3d.png
сзвм до какого числа сдавать	Екатеринбург (Россия)	https://glavkniga.ru/situations/k502278	https://storage.mds.yandex.net/get-mturk/50817/9246f736-cd00-494e-bcc4-ec27d9bdf363.png
кит рязань	Рязань (Россия)	http://isskur.net/firma/27649	https://storage.mds.yandex.net/get-mturk/112998/a795e78c-8de9-47f8-85a7-8e362600a97e.png
кит рязань	Рязань (Россия)	https://ryazan.ruspravochnik.com/company/transportnaya-kompaniya-kit	https://storage.mds.yandex.net/get-mturk/66374/6a99eb2a-97c9-48b3-b227-84fb3608f3ad.png
кит рязань	Рязань (Россия)	http://shipcity.ru/delivery_service/kit/ryazan	https://storage.mds.yandex.net/get-mturk/36745/8f0ed247-f8c2-461d-8ca4-67bd5e4781a4.png
кит рязань	Рязань (Россия)	http://wikimapia.org/7931544/ru/%D0%A2%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D1%8B%D0%B9-%D1%86%D0%B5%D0%BD%D1%82%D1%80-%C2%AB%D0%9A%D0%B8%D1%82%C2%BB	https://storage.mds.yandex.net/get-mturk/41023/df14c457-201d-4940-9810-fc37e9dfc47b.png
кит рязань	Рязань (Россия)	https://ryazan.zoon.ru/business/transportnaya_kompaniya_kit/	https://storage.mds.yandex.net/get-mturk/15219/a3c984e7-26a9-49cf-9f86-a72f492b77b1.png
кит рязань	Рязань (Россия)	https://tk-kit-ryazan.retailmaps.ru/	https://storage.mds.yandex.net/get-mturk/15921/1bc911fe-d3e8-4723-aac1-302a2ac59ad5.png
кит рязань	Рязань (Россия)	https://yandex.ru/local/ryazan/oktiabrsky	https://storage.mds.yandex.net/get-mturk/18457/1d8d897c-b995-4b5a-91c6-a3bfdd3b15aa.png
кит рязань	Рязань (Россия)	https://rubrikator.org/russia/ryazan/kit	https://storage.mds.yandex.net/get-mturk/114967/ef2ef0dd-320c-42ff-a93b-ec56ab428b67.png
кит рязань	Рязань (Россия)	http://www.062.ru/firm/2357/	https://storage.mds.yandex.net/get-mturk/15206/6f3b33c5-29ab-4c7c-aa5d-5c3be6b56607.png
кит рязань	Рязань (Россия)	https://2gis.ru/ryazan/search/%D0%A2%D0%BA%20%D0%BA%D0%B8%D1%82/firms/district%3D6193059372990548	https://storage.mds.yandex.net/get-mturk/33284/6a4d356e-b4db-46e5-93dd-07b77eff0774.png
ттк камера шерегеш	Россия (Россия)	https://www.sibalt.ru/info-sheregesh-gornaya-shoria/91-webcamera-sheregesh	https://storage.mds.yandex.net/get-mturk/41023/c8d2f918-0f55-45ee-8a17-aa869cec16df.png
ттк камера шерегеш	Россия (Россия)	https://www.geocam.ru/in/sheregesh/	https://storage.mds.yandex.net/get-mturk/49815/fa1bec04-7131-4972-b988-56c21c99bc1d.png
ттк камера шерегеш	Россия (Россия)	https://portal.myttk.ru/portal/webcam/sheregesh.php	https://storage.mds.yandex.net/get-mturk/57914/7b66b91d-9031-463c-a0ea-018fb7b031f7.png
ттк камера шерегеш	Россия (Россия)	https://zarinsk.myttk.ru/news/20792/	https://storage.mds.yandex.net/get-mturk/10300/7b853a52-1d0e-4cc9-8f12-ba776be40eac.png
ттк камера шерегеш	Россия (Россия)	http://www.Sheregesh.su/faq/web-kamera	https://storage.mds.yandex.net/get-mturk/53208/bc78f3a7-d8b2-4fbb-be9d-962e405f2450.png
ттк камера шерегеш	Россия (Россия)	https://seversk.myttk.ru/news/20792/	https://storage.mds.yandex.net/get-mturk/59896/d5342ba4-b333-4cc4-a107-180085dcb096.png
ттк камера шерегеш	Россия (Россия)	http://webcamerymira.ru/russia/web-camery-sheregesh.html	https://storage.mds.yandex.net/get-mturk/67428/f8ced1c2-6e31-4c8f-a86d-376a323878cd.png
